H99 ID,H99 Standard Name,H99 alias,H99 alias PMID,PMID used H99,Description H99,JEC21 ID,JEC21 Standard name,JEC21 alias,JEC21 alias PMID,PMID used JEC21,Description JEC21,B3501A ID,B3501A Standard name,B3501A alias,B3501A alias PMID,PMID used B3501A,Description B3501A,WM276_ID,WM276 Standard name,WM276 alias,WM276 alias PMID,PMID used WM276,Description WM276,R265_ID,R265 Standard name,R265 alias,R265 alias PMID,R265 PMID,Description R265,Description H99,Description non-H99,Synteny checked?,Update from Supplement,Curator Comment for FungiDB,H99 Genbank description,AHRD description,Top Sc hit,Sc Name,Sc eval,Sc hit % ID,H99 query length
CNAG_06134,BZP1,,,19151325,bZip domain protein,CNM01380,BZP1,,,19151325,bZip domain protein,CNBM1240,BZP1,,,19151325,bZip domain protein,CGB_M1590W,BZP1,,,19151325,bZip domain protein,CNBG_4842,BZP1,,,19151325,bZip domain protein,bZip domain protein,bZip domain protein,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_03202,CAC1,,,12455973,adenylate cyclase,CNG03670,CAC1,,,12455973,adenylate cyclase,CNBG1080,CAC1,,,12455973,adenylate cyclase,CGB_G1390C,CAC1,,,12455973,adenylate cyclase,CNBG_2383,CAC1,,,12455973,adenylate cyclase,adenylate cyclase,adenylate cyclase,yes,,,adenylate cyclase,Leucine-rich repeat-containing protein 1,YJL005W,CYR1,3.6000000000000000628e-137,28.11,2206
CNAG_00718,CAC2,,,23042129,chromatin assembly complex protein,CNA06970,CAC2,,,23042129,chromatin assembly complex protein,CNBA6780,CAC2,,,23042129,chromatin assembly complex protein,CGB_A8060C,CAC2,,,23042129,chromatin assembly complex protein,CNBG_1210,CAC2,,,23042129,chromatin assembly complex protein,chromatin assembly complex protein,chromatin assembly complex protein,yes,,,chromatin assembly factor 1 subunit B,WD repeat-containing protein 5,YML102W,CAC2,2.9999999999999999107e-22,30.46,302
CNAG_02805,CAN1,,,16400172,beta-type carbonic anhydrase,CNC04230,CAN1,,,16400172,beta-type carbonic anhydrase,CNBC2950,CAN1,,,16400172,beta-type carbonic anhydrase,CGB_C6340W,CAN1,,,16400172,beta-type carbonic anhydrase,CNBG_3459,CAN1,,,16400172,beta-type carbonic anhydrase,beta-type carbonic anhydrase,beta-type carbonic anhydrase,yes,,,carbonic anhydrase,Carbonic anhydrase,YNL036W,NCE103,6.799999999999999562e-17,27.36,212
CNAG_05144,CAN2,,,16400172,beta-type carbonic anhydrase,CNL04780,CAN2,,,16400172,beta-type carbonic anhydrase,CNBI2060,CAN2,,,16400172,beta-type carbonic anhydrase,CGB_D2290W,CAN2,,,16400172,beta-type carbonic anhydrase,CNBG_4548,CAN2,,,16400172,beta-type carbonic anhydrase,beta-type carbonic anhydrase,beta-type carbonic anhydrase,yes,,,carbonic anhydrase,Carbonic anhydrase 2,YNL036W,NCE103,5.0999999999999998368e-11,31,200
CNAG_07554,CAP10,,,10482503,capsule-associated protein,CNK01140,CAP10,,,10482503,capsule-associated protein,CNBK2370,CAP10,,,10482503,capsule-associated protein,CGB_K3120C,CAP10,,,10482503,capsule-associated protein,CNBG_3158,CAP10,,,10482503,capsule-associated protein,capsule-associated protein,capsule-associated protein,yes,,,capsular associated protein,KDEL motif-containing protein 1,,,,,
CNAG_06813,CAP1alpha,,,12455690,O-glucosyltransferase,CND05940,CAP1alpha,,,12455690,O-glucosyltransferase,CNBD0460,CAP1alpha,,,12455690,O-glucosyltransferase,CGB_I0630C,CAP1alpha,,,12455690,O-glucosyltransferase,CNBG_5873,CAP1alpha,,,12455690,O-glucosyltransferase,O-glucosyltransferase,O-glucosyltransferase,yes,,,hypothetical protein,O-glucosyltransferase rumi homolog,,,,,
CNAG_01156,CAP2,,,15728721,capsular related protein,CND02810,CAP2,,,15728721,capsular related protein,CNBD3540,CAP2,,,15728721,capsular related protein,CGB_D5360W,CAP2,,,15728721,capsular related protein,CNBG_0724,CAP2,,,15728721,capsular related protein,capsular related protein,capsular related protein,yes,,,hypothetical protein,KDEL motif-containing protein 1,,,,,
CNAG_03735,CAP4,,,17462022,"beta-1,2-xylosyltransferase",CNB02330,CAP4,,,17462022,"beta-1,2-xylosyltransferase",CNBB3380,CAP4,,,17462022,"beta-1,2-xylosyltransferase",CGB_B5130C,CAP4,,,17462022,"beta-1,2-xylosyltransferase",CNBG_0137,CAP4,,,17462022,"beta-1,2-xylosyltransferase","beta-1,2-xylosyltransferase","beta-1,2-xylosyltransferase",yes,,,hypothetical protein,"Beta-1,2-xylosyltransferase 1",,,,,
CNAG_01283,CAP5,,,15728721|17462022,"beta-1,2-xylosyltransferase",CND04030,CAP5,,,15728721|17462022,"beta-1,2-xylosyltransferase",CNBD2280,CAP5,,,15728721|17462022,"beta-1,2-xylosyltransferase",CGB_D7020C,CAP5,,,15728721|17462022,"beta-1,2-xylosyltransferase",CNBG_0851,CAP5,,,15728721|17462022,"beta-1,2-xylosyltransferase","beta-1,2-xylosyltransferase","beta-1,2-xylosyltransferase",yes,,,hypothetical protein,"Beta-1,2-xylosyltransferase 1",,,,,
CNAG_00721,CAP59,,,8007987,"alpha-1,3-mannosyltransferase",CNA07000,CAP59,,,8007987,"alpha-1,3-mannosyltransferase",CNBA6810,CAP59,,,8007987,"alpha-1,3-mannosyltransferase",CGB_A8090W,CAP59,,,8007987,"alpha-1,3-mannosyltransferase",CNBG_1207,CAP59,,,8007987,"alpha-1,3-mannosyltransferase","alpha-1,3-mannosyltransferase","alpha-1,3-mannosyltransferase",yes,,,"alpha-1,3-mannosyltransferase","Alpha-1,3-mannosyltransferase CMT1",,,,,
CNAG_06016,CAP6,,,17462022,"alpha-1,3-mannosyltransferase",CNM00260,CAP6,,,17462022,"alpha-1,3-mannosyltransferase",CNBM0260,CAP6,,,17462022,"alpha-1,3-mannosyltransferase",CGB_M0250C,CAP6,,,17462022,"alpha-1,3-mannosyltransferase",CNBG_4756,CAP6,,,17462022,"alpha-1,3-mannosyltransferase","alpha-1,3-mannosyltransferase","alpha-1,3-mannosyltransferase",yes,,,hypothetical protein,"Alpha-1,3-mannosyltransferase CMT1",,,,,
CNAG_00600,CAP60,,,9573112,capsule-associated protein,CNA05830,CAP60,,,9573112,capsule-associated protein,CNBA5640,CAP60,,,9573112,capsule-associated protein,CGB_A6290C,CAP60,,,9573112,capsule-associated protein,CNBG_1326,CAP60,,,9573112,capsule-associated protein,capsule-associated protein,capsule-associated protein,yes,,,capsular associated protein,Unknown protein,,,,,
CNAG_02885,CAP64,,,8675296,capsule-associated protein,CNC04980,CAP64,,,8675296,capsule-associated protein,CNBC2180,CAP64,,,8675296,capsule-associated protein,CGB_C7310W,CAP64,,,8675296,capsule-associated protein,CNBG_3534,CAP64,,,8675296,capsule-associated protein,capsule-associated protein,capsule-associated protein,yes,,,capsular associated protein,Unknown protein,,,,,
CNAG_07937,CAS1,,,11703667,O-acetyltransferase,CNN01530,CAS1,,,11703667,O-acetyltransferase,CNBN1490,CAS1,,,11703667,O-acetyltransferase,CGB_N2300C,CAS1,,,11703667,O-acetyltransferase,CNBG_5031,CAS1,,,11703667,O-acetyltransferase,O-acetyltransferase,O-acetyltransferase,yes,,,O-acetyltransferase,Probable O-acetyltransferase CAS1,,,,,
CNAG_03644,CAS3,,,15590825,capsule related protein,CNB01440,CAS3,,,15590825,capsule related protein,CNBB4280,CAS3,,,15590825,capsule related protein,CGB_B6250C,CAS3,,,15590825,capsule related protein,CNBG_0047,CAS3,,,15590825,capsule related protein,capsule related protein,capsule related protein,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_00701,CAS31,,,15590825,protein involved in gxm O-acetylation,CNA06800,CAS31,,,15590825,protein involved in gxm O-acetylation,CNBA6610,CAS31,,,15590825,protein involved in gxm O-acetylation,CGB_A7610C,CAS31,,,15590825,protein involved in gxm O-acetylation,CNBG_1227,CAS31,,,15590825,protein involved in gxm O-acetylation,protein involved in gxm O-acetylation,protein involved in gxm O-acetylation,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_00124,CAS32,,,15590825,capsule structure designer protein,CNA01140,CAS32,,,15590825,capsule structure designer protein,CNBA1100,CAS32,,,15590825,capsule structure designer protein,CGB_B1360W,CAS32,,,15590825,capsule structure designer protein,CNBG_0432,CAS32,,,15590825,capsule structure designer protein,capsule structure designer protein,capsule structure designer protein,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_02581,CAS33,,,15590825,capsular associated protein,CNK00730,CAS33,,,15590825,capsular associated protein,CNBK2770,CAS33,,,15590825,capsular associated protein,CGB_K3570C,CAS33,,,15590825,capsular associated protein,CNBG_3200,CAS33,,,15590825,capsular associated protein,capsular associated protein,capsular associated protein,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_01654,CAS34,,,15590825,putative capsule structure designer protein,CNC01670,CAS34,,,15590825,putative capsule structure designer protein,CNBC5590,CAS34,,,15590825,putative capsule structure designer protein,CGB_C2480C,CAS34,,,15590825,putative capsule structure designer protein,CNBG_3791,CAS34,,,15590825,putative capsule structure designer protein,putative capsule structure designer protein,putative capsule structure designer protein,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_00746,CAS35,,,15590825,capsular associated protein,CNA07250,CAS35,,,15590825,capsular associated protein,CNBA7050,CAS35,,,15590825,capsular associated protein,CGB_A8340W,CAS35,,,15590825,capsular associated protein,CNBG_1186,CAS35,,,15590825,capsular associated protein,capsular associated protein,capsular associated protein,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_02036,CAS4,,,17462022,putative sugar transporter,CNE04990,CAS4,,,17462022,putative sugar transporter,CNBE4990,CAS4,,,17462022,putative sugar transporter,CGB_E6570W,CAS4,,,17462022,putative sugar transporter,CNBG_5188,CAS4,,,17462022,putative sugar transporter,putative sugar transporter,putative sugar transporter,yes,,,hypothetical protein,Probable sugar phosphate/phosphate translocator At5g25400,,,,,
CNAG_03695,CAS41,,,9806801,probable sugar phosphate/phosphate translocator; capsule biosynthetic protein,,,,,9806801,probable sugar phosphate/phosphate translocator; capsule biosynthetic protein,CNBB3790,CAS41,,,9806801,probable sugar phosphate/phosphate translocator; capsule biosynthetic protein,CGB_B5570C,CAS41,,,9806801,probable sugar phosphate/phosphate translocator; capsule biosynthetic protein,CNBG_0097,CAS41,,,9806801,probable sugar phosphate/phosphate translocator; capsule biosynthetic protein,probable sugar phosphate/phosphate translocator; capsule biosynthetic protein,probable sugar phosphate/phosphate translocator; capsule biosynthetic protein,yes,,,hypothetical protein,Probable sugar phosphate/phosphate translocator At5g11230,,,,,
CNAG_03929,CAS42,,,17462022,putative sugar transporter,CNB04180,CAS42,,,17462022,putative sugar transporter,CNBB1560,CAS42,,,17462022,putative sugar transporter,CGB_A1810C,CAS42,,,17462022,putative sugar transporter,CNBG_5538,CAS42,,,17462022,putative sugar transporter,putative sugar transporter,putative sugar transporter,yes,,,"solute carrier family 35, member C2",Probable sugar phosphate/phosphate translocator At1g06470,YML038C,YMD8,2.7999999999999998782e-25,26.49,453
CNAG_01489,CAS9,,,17462022,maltose O-acetyltransferase,CNC06920,CAS9,,,17462022,maltose O-acetyltransferase,CNBC0260,CAS9,,,17462022,maltose O-acetyltransferase,none,,,,17462022,maltose O-acetyltransferase,none,,,,17462022,maltose O-acetyltransferase,maltose O-acetyltransferase,maltose O-acetyltransferase,yes,,,maltose O-acetyltransferase,Maltose O-acetyltransferase,YJL218W,YJL218W,1.1999999999999999643e-21,41.58,190
CNAG_05023,CAS91,,,17462022,putative maltose o-acetyltransferase,CNL05940,CAS91,,,17462022,putative maltose o-acetyltransferase,CNBI0890,CAS91,,,17462022,putative maltose o-acetyltransferase,CGB_D1060C,CAS91,,,17462022,putative maltose o-acetyltransferase,CNBG_4659,CAS91,,,17462022,putative maltose o-acetyltransferase,putative maltose o-acetyltransferase,putative maltose o-acetyltransferase,yes,,,maltose O-acetyltransferase,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",YJL218W,YJL218W,1.7000000000000000121e-21,39.55,177
CNAG_00865,CAS92,,,17462022,putative O-acetyltransferase,CND00030,CAS92,,,17462022,putative O-acetyltransferase,CNBD6150,CAS92,,,17462022,putative O-acetyltransferase,none,,,,17462022,putative O-acetyltransferase,none,,,,17462022,putative O-acetyltransferase,putative O-acetyltransferase,putative O-acetyltransferase,yes,,,maltose O-acetyltransferase,Chloramphenicol acetyltransferase,YJL218W,YJL218W,6.8999999999999994371e-11,46.05,76
CNAG_04981,CAT1,,,16963629,catalase 1 similar to spore-specific catalases,CNL06340,CAT1,,,16963629,catalase 1 similar to spore-specific catalases,CNBI0500,CAT1,,,16963629,catalase 1 similar to spore-specific catalases,CGB_D0440W,CAT1,,,16963629,catalase 1 similar to spore-specific catalases,CNBG_4696,CAT1,,,16963629,catalase 1 similar to spore-specific catalases,catalase 1 similar to spore-specific catalases,catalase 1 similar to spore-specific catalases,yes,,,catalase,Catalase-1,YDR256C,CTA1,2.8000000000000000243e-62,38.63,422
CNAG_05256,CAT2,,,16963629,catalase 2,CNH03740,CAT2,,,16963629,catalase 2,CNBI3030,CAT2,,,16963629,catalase 2,CGB_J0620W,CAT2,,,16963629,catalase 2,CNBG_5786,CAT2,,,16963629,catalase 2,catalase 2,catalase 2,yes,,,catalase,Catalase,YDR256C,CTA1,6.0000000000000002694e-92,44.72,492
CNAG_00575,CAT3,,,16963629,catalase 3,CNA05600,CAT3,,,16963629,catalase 3,CNBA5410,CAT3,,,16963629,catalase 3,none,,,,16963629,catalase 3,none,,,,16963629,catalase 3,catalase 3,catalase 3,yes,,,catalase,Catalase-1,YGR088W,CTT1,3.9000000000000002647e-48,33.79,441
CNAG_05015,CAT4,,,16963629,catalase 4,CNL06020,CAT4,,,16963629,catalase 4,CNBI0810,CAT4,,,16963629,catalase 4,CGB_D0720W,CAT4,,,16963629,catalase 4,CNBG_4667,CAT4,,,16963629,catalase 4,catalase 4,catalase 4,yes,,,catalase,Catalase,YGR088W,CTT1,1.5000000000000000673e-93,45.71,536
CNAG_03567,CBK1,,,16775005,serine/threonine kinase of the ram signaling pathway,CNG00360,CBK1,,,16775005,serine/threonine kinase of the ram signaling pathway,CNBG4420,CBK1,,,16775005,serine/threonine kinase of the ram signaling pathway,CGB_G6360W,CBK1,,,16775005,serine/threonine kinase of the ram signaling pathway,CNBG_2055,CBK1,,,16775005,serine/threonine kinase of the ram signaling pathway,serine/threonine kinase of the ram signaling pathway,serine/threonine kinase of the ram signaling pathway,yes,,,AGC/NDR/NDR protein kinase,AGC kinase YPK3,YNL161W,CBK1,8.8000000000000005186e-102,53.15,540
CNAG_00802,CBP1,,,10899116,calcineurin binding protein,CNA07790,CBP1,,,10899116,calcineurin binding protein,CNBA7630,CBP1,,,10899116,calcineurin binding protein,CGB_A9200W,CBP1,,,10899116,calcineurin binding protein,CNBG_1133,CBP1,,,10899116,calcineurin binding protein,calcineurin binding protein,calcineurin binding protein,yes,,,calcineurin-binding protein,Unknown protein,,,,,
CNAG_06415,CCC2,,,16102007,Cu(+2)-transporting p-type ATPase,CNN01400,CCC2,,,16102007,Cu(+2)-transporting p-type ATPase,CNBN1360,CCC2,,,16102007,Cu(+2)-transporting p-type ATPase,CGB_N2180W,CCC2,,,16102007,Cu(+2)-transporting p-type ATPase,CNBG_5045,CCC2,,,16102007,Cu(+2)-transporting p-type ATPase,Cu(+2)-transporting p-type ATPase,Cu(+2)-transporting p-type ATPase,yes,,,Cu2+-exporting ATPase,Probable copper-transporting P-type ATPase B,YDR270W,CCC2,1.50000000000000003e-100,36.71,937
CNAG_01208,CCH1,,,16950930,Ca(2+)-permeable channel,CND03320,CCH1,,,16950930,Ca(2+)-permeable channel,CNBD3030,CCH1,,,16950930,Ca(2+)-permeable channel,CGB_D6010W,CCH1,,,16950930,Ca(2+)-permeable channel,CNBG_0778,CCH1,,,16950930,Ca(2+)-permeable channel,Ca(2+)-permeable channel,Ca(2+)-permeable channel,yes,,,high-affinity cell membrane calcium channel protein,Voltage-dependent calcium channel type A subunit alpha-1,YGR217W,CCH1,1.4999999999999999789e-131,28.08,1777
CNAG_00556,CCK1,,,21926330,casein kinase i,CNA05390,CCK1,,,21926330,casein kinase i,CNBA5210,CCK1,,,21926330,casein kinase i,CGB_A6230W,CCK1,,,21926330,casein kinase i,CNBG_1332,CCK1,,,21926330,casein kinase i,casein kinase i,casein kinase i,yes,,,CK1/CK1/CK1-G protein kinase,Casein kinase I,YNL154C,YCK2,2.8000000000000000968e-83,54.03,459
CNAG_07427,CCK2,,,21926330,casein kinase i,CND04310,CCK2,,,21926330,casein kinase i,CNBD2010,CCK2,,,21926330,casein kinase i,CGB_D7320C,CCK2,,,21926330,casein kinase i,CNBG_0879,CCK2,,,21926330,casein kinase i,casein kinase i,casein kinase i,yes,,,CK1/CK1/CK1-D protein kinase,Casein kinase I homolog 1,YPL204W,HRR25,2.5999999999999999985e-84,70.21,292
CNAG_01138,CCP1,,,19542307,putative mitochondrial cytochrome c peroxidase,CND02630,CCP1,,,19542307,putative mitochondrial cytochrome c peroxidase,CNBD3710,CCP1,,,19542307,putative mitochondrial cytochrome c peroxidase,CGB_D5180C,CCP1,,,19542307,putative mitochondrial cytochrome c peroxidase,CNBG_0706,CCP1,,,19542307,putative mitochondrial cytochrome c peroxidase,putative mitochondrial cytochrome c peroxidase,putative mitochondrial cytochrome c peroxidase,yes,,,"cytochrome c peroxidase, mitochondrial",Catalase-peroxidase,YKR066C,CCP1,2.4000000000000000183e-51,39.54,349
CNAG_03190,CCR4,,,17646356,ccr4-not transcriptional regulatory complex component,CNG03790,CCR4,,,17646356,ccr4-not transcriptional regulatory complex component,CNBG0960,CCR4,,,17646356,ccr4-not transcriptional regulatory complex component,CGB_G1280W,CCR4,,,17646356,ccr4-not transcriptional regulatory complex component,CNBG_2395,CCR4,,,17646356,ccr4-not transcriptional regulatory complex component,ccr4-not transcriptional regulatory complex component,ccr4-not transcriptional regulatory complex component,yes,,,glucose-repressible alcohol dehydrogenase transcriptional effector,Glucose-repressible alcohol dehydrogenase transcriptional effector,YAL021C,CCR4,2.1999999999999999927e-76,33.23,641
CNAG_05799,CDA1,,,17400891,chitin deactylase,CNF01800,CDA1,,,17400891,chitin deactylase,CNBF2910,CDA1,,,17400891,chitin deactylase,CGB_F4260C,CDA1,,,17400891,chitin deactylase,CNBG_1745,CDA1,,,17400891,chitin deactylase,chitin deactylase,chitin deactylase,yes,,,chitin deacetylase,Chitin deacetylase,YLR308W,CDA2,2.000000000000000077e-25,33.72,261
CNAG_01239,CDA3,,,17400891,chitin deacetylase,CND03580,CDA3,,,17400891,chitin deacetylase,CNBD2750,CDA3,,,17400891,chitin deacetylase,CGB_D6280W,CDA3,,,17400891,chitin deacetylase,CNBG_0806,CDA3,,,17400891,chitin deacetylase,chitin deacetylase,chitin deacetylase,yes,,,chitin deacetylase,Chitin deacetylase,YLR308W,CDA2,2.3999999999999998169e-24,30.39,306
CNAG_01373,CDC10,,,22466042,septin ring protein,CND04860,CDC10,,,22466042,septin ring protein,CNBD1490,CDC10,,,22466042,septin ring protein,CGB_D7860W,CDC10,,,22466042,septin ring protein,CNBG_0933,CDC10,,,22466042,septin ring protein,septin ring protein,septin ring protein,yes,,,septin ring protein,Septin-9,YCR002C,CDC10,1.3000000000000000431e-75,57.88,311
CNAG_02196,CDC11,,,22466042,septin,CNE03430,CDC11,,,22466042,septin,CNBE3420,CDC11,,,22466042,septin,CGB_E4470W,CDC11,,,22466042,septin,CNBG_5339,CDC11,,,22466042,septin,septin,septin,yes,,,septin,Septin-7,YJR076C,CDC11,5.9999999999999995894e-63,44.73,427
CNAG_01740,CDC12,,,22466042,septin,CNC02440,CDC12,,,22466042,septin,CNBC4800,CDC12,,,22466042,septin,CGB_C3510C,CDC12,,,22466042,septin,CNBG_3277,CDC12,,,22466042,septin,septin,septin,yes,,,septin,Septin-7,YHR107C,CDC12,9.9999999999999999567e-71,51.79,392
CNAG_04243,CDC24,,,17233829,guanine nucleotide exchange factor (GEF),CNI03840,CDC24,,,17233829,guanine nucleotide exchange factor (GEF),CNBH3660,CDC24,,,17233829,guanine nucleotide exchange factor (GEF),CGB_H4200C,CDC24,,,17233829,guanine nucleotide exchange factor (GEF),CNBG_2802,CDC24,,,17233829,guanine nucleotide exchange factor (GEF),guanine nucleotide exchange factor (GEF),guanine nucleotide exchange factor (GEF),yes,,,cell division control protein 24,Rho guanine nucleotide exchange factor 26,YAL041W,CDC24,4.5000000000000001293e-20,33.33,279
